date,team_1,team_2,result_1,result_2,map_winner,
2017-10-02,Kinguin,HAVU,16,7,1,
2017-10-02,Envy,mousesports,16,7,1,
2017-10-02,Binary Dragons,Spirit,16,8,1,
2017-10-02,Binary Dragons,Spirit,16,6,1,
2017-10-02,Squared,Nexus,11,16,2,
2017-10-02,Squared,Nexus,7,16,2,
2017-10-01,Misfits,Luminosity,8,16,2,
2017-10-01,Dark Sided,SIN,16,7,1,
2017-10-01,SIN,Dark Sided,16,12,1,
2017-10-01,ViCi,Vega Squadron,16,19,2,
2017-10-01,ViCi,Vega Squadron,11,16,2,
2017-10-01,AVANT,Kings,9,16,2,
2017-10-01,5POWER,New4,11,16,2,
2017-10-01,Kings,AVANT,16,6,1,
2017-10-01,Misfits,Luminosity,16,12,1,
2017-10-01,Heroic,SK,8,16,2,
2017-10-01,Misfits,Luminosity,16,9,1,
2017-10-01,BOOT-d[S],Vega Squadron,5,16,2,
2017-10-01,BOOT-d[S],Vega Squadron,3,16,2,
2017-10-01,CLG,Complexity,16,14,1,
2017-10-01,CLG,Complexity,16,10,1,
2017-10-01,Heroic,SK,16,5,1,
2017-10-01,Heroic,SK,16,8,1,
2017-10-01,New4,SCARZ Absolute,6,16,2,
2017-10-01,Kings,Legacy,16,14,1,
2017-10-01,forZe,Quantum Bellator Fire,9,16,2,
2017-10-01,ex-Outlaws,AVANGAR,19,17,1,
2017-10-01,EPG,Space Jam,16,7,1,
2017-10-01,ex-Outlaws,AVANGAR,16,9,1,
2017-10-01,Renegades,CLG,16,12,1,
2017-10-01,Tricked,FlipSid3,13,16,2,
2017-10-01,North Academy,Space Soldiers,17,19,2,
2017-10-01,North Academy,Space Soldiers,13,16,2,
2017-10-01,Spirit,MK,10,16,2,
2017-10-01,EPG,Space Jam,16,12,1,
2017-10-01,Tricked,FlipSid3,7,16,2,
2017-10-01,forZe,Quantum Bellator Fire,16,13,1,
2017-10-01,Renegades,CLG,19,17,1,
2017-10-01,BIG,Space Soldiers,18,22,2,
2017-10-01,BIG,Space Soldiers,13,16,2,
2017-10-01,Entity,Shooting Monkeys,16,2,1,
2017-10-01,Entity,Shooting Monkeys,16,8,1,
2017-10-01,ex-Outlaws,AVANGAR,13,16,2,
2017-10-01,forZe,Quantum Bellator Fire,9,16,2,
2017-09-30,Ghost,Tempo Storm,16,14,1,
2017-09-30,Vega Squadron,ViCi,10,16,2,
2017-09-30,rTE,SCARZ Absolute,14,16,2,
2017-09-30,Ghost,Tempo Storm,16,13,1,
2017-09-30,Ghost,Tempo Storm,16,11,1,
2017-09-30,SK,Heroic,5,16,2,
2017-09-30,Astralis,Heroic,16,2,1,
2017-09-30,NRG,OpTic,7,16,2,
2017-09-30,NRG,OpTic,9,16,2,
2017-09-30,Astralis,Liquid,16,11,1,
2017-09-30,NASR,Spotnet,16,8,1,
2017-09-30,Flash,TheMongolz,16,5,1,
2017-09-30,Vega Squadron,ViCi,10,16,2,
2017-09-30,NASR,Spotnet,19,16,1,
2017-09-30,OpTic,Torqued,16,8,1,
2017-09-30,Renegades,Rise Nation,16,13,1,
2017-09-30,Liquid,SK,16,8,1,
2017-09-30,Liquid,SK,8,16,2,
2017-09-30,Liquid,SK,17,19,2,
2017-09-30,Renegades,Rise Nation,16,11,1,
2017-09-30,OpTic,Torqued,16,6,1,
2017-09-30,HAVU,VITALIS,16,4,1,
2017-09-30,HAVU,VITALIS,16,9,1,
2017-09-30,eSuba,Universe,28,25,1,
2017-09-30,eSuba,Universe,16,10,1,
2017-09-29,Ghost,Splyce,9,16,2,
2017-09-29,Eternal,Shooting Monkeys,12,16,2,
2017-09-29,5POWER,Number,13,16,2,
2017-09-29,LGD,WG,16,10,1,
2017-09-29,Brutality,Entity,5,16,2,
2017-09-29,Gorilla Core,subtLe,10,16,2,
2017-09-29,Isurus,FURIA,16,9,1,
2017-09-29,Isurus,FURIA,3,16,2,
2017-09-29,Isurus,FURIA,16,4,1,
2017-09-29,Liquid,Luminosity,16,10,1,
2017-09-29,Splyce,Ghost,16,9,1,
2017-09-29,Nitrious,Mythic,11,16,2,
2017-09-29,Iceberg,Rise Nation,10,16,2,
2017-09-29,subtLe,Good People,19,17,1,
2017-09-29,Denial,Mostly Harmless,16,6,1,
2017-09-29,Luminosity,Liquid,13,16,2,
2017-09-29,Vega Squadron,BOOT-d[S],22,19,1,
2017-09-29,CheckSix,Nitrious,11,16,2,
2017-09-29,Adaptation,Gorilla Core,16,8,1,
2017-09-29,OpTic,Renegades,16,14,1,
2017-09-29,Renegades,OpTic,16,8,1,
2017-09-29,Vega Squadron,BOOT-d[S],16,10,1,
2017-09-29,AYB,BIG,3,16,2,
2017-09-29,TheMongolz,WG,16,5,1,
2017-09-29,Dignitas,ex-Outlaws,11,16,2,
2017-09-29,Brutality,Shooting Monkeys,6,16,2,
2017-09-29,Virtus.pro,Space Soldiers,19,15,1,
2017-09-29,Virtus.pro,Space Soldiers,16,6,1,
2017-09-29,Virtus.pro,Space Soldiers,14,16,2,
2017-09-29,Virtus.pro,Space Soldiers,2,16,2,
2017-09-29,VITALIS,HAVU,11,16,2,
2017-09-29,FlipSid3,Tricked,25,22,1,
2017-09-29,FlipSid3,Tricked,5,16,2,
2017-09-29,FlipSid3,Tricked,9,16,2,
2017-09-29,Virtus.pro,Space Soldiers,16,4,1,
2017-09-29,Dignitas,ex-Outlaws,16,11,1,
2017-09-29,AYB,BIG,7,16,2,
2017-09-29,Entity,Eternal,16,4,1,
2017-09-29,Dignitas,ex-Outlaws,16,14,1,
2017-09-29,Brutality,Eternal,16,19,2,
2017-09-29,Entity,Shooting Monkeys,16,14,1,
2017-09-29,Next Generation,Spotnet,5,16,2,
2017-09-29,Next Generation,Spotnet,19,16,1,
2017-09-29,Next Generation,Spotnet,16,8,1,
2017-09-28,SIN,Athletico,1,16,2,
2017-09-28,Athletico,Dark Sided,16,6,1,
2017-09-28,Legacy,Grayhound,4,16,2,
2017-09-28,Masterminds,SIN,17,19,2,
2017-09-28,AVANT,Chiefs,8,16,2,
2017-09-28,Grayhound,Legacy,10,16,2,
2017-09-28,Corvidae,Chiefs,7,16,2,
2017-09-28,Chiefs,AVANT,16,11,1,
2017-09-28,EnVyUs Academy,ex-Outlaws,16,5,1,
2017-09-28,5POWER,MVP PK,13,16,2,
2017-09-28,MVP PK,5POWER,3,16,2,
2017-09-28,GODSENT,Tricked,8,16,2,
2017-09-28,GODSENT,Tricked,5,16,2,
2017-09-28,AVANT,SYF,13,16,2,
2017-09-28,CLG Academy,FRENCH CANADIANS,10,16,2,
2017-09-28,EN9MY,Isurus,16,5,1,
2017-09-28,EN9MY,Isurus,11,16,2,
2017-09-28,EN9MY,Isurus,9,16,2,
2017-09-28,Luminosity,Complexity,16,8,1,
2017-09-28,Mostly Harmless,Mythic,6,16,2,
2017-09-28,Ambition,CheckSix,16,13,1,
2017-09-28,NRG,Liquid,5,16,2,
2017-09-28,Complexity,Luminosity,13,16,2,
2017-09-28,Liquid,NRG,12,16,2,
2017-09-28,Ambition,Mask Off,14,16,2,
2017-09-28,Splyce,Cloud9,1,16,2,
2017-09-28,Cloud9,Splyce,16,4,1,
2017-09-28,INTZ,FURIA,4,16,2,
2017-09-28,INTZ,FURIA,9,16,2,
2017-09-28,GoodJob,1337HUANIA,14,16,2,
2017-09-28,mousesports,GODSENT,16,6,1,
2017-09-28,FlipSid3,AWTR,16,5,1,
2017-09-28,GoodJob,1337HUANIA,3,16,2,
2017-09-28,Fragsters,Singularity,16,7,1,
2017-09-28,MK,GameAgents,10,16,2,
2017-09-28,BIG,LDLC,25,22,1,
2017-09-28,RESISTANCE,Squared,7,16,2,
2017-09-28,RESISTANCE,Squared,16,7,1,
2017-09-28,FaZe,NiP,16,7,1,
2017-09-28,FlipSid3,Spirit Academy,16,6,1,
2017-09-28,FlipSid3,Spirit Academy,12,16,2,
2017-09-28,FlipSid3,Spirit Academy,16,12,1,
2017-09-28,AGO,Japaleno,16,2,1,
2017-09-28,Space Soldiers,EnVyUs Academy,16,12,1,
2017-09-28,Space Soldiers,EnVyUs Academy,19,16,1,
2017-09-28,LDLC,BIG,16,12,1,
2017-09-28,NiP,FaZe,16,6,1,
2017-09-28,RESISTANCE,Squared,16,7,1,
2017-09-28,fnatic,GODSENT,11,16,2,
2017-09-28,Spirit,Natus Vincere,14,16,2,
2017-09-28,VITALIS,aAa,8,16,2,
2017-09-28,MK,GameAgents,16,19,2,
2017-09-28,FlipSid3,AWTR,7,16,2,
2017-09-28,GODSENT,fnatic,16,12,1,
2017-09-28,Spirit,Natus Vincere,9,16,2,
2017-09-28,FlipSid3,AWTR,16,13,1,
2017-09-28,Spirit,Natus Vincere,16,3,1,
2017-09-28,HellRaisers,North Academy,16,8,1,
2017-09-28,HellRaisers,North Academy,14,16,2,
2017-09-28,pro100,1337HUANIA,16,13,1,
2017-09-28,HellRaisers,North Academy,11,16,2,
2017-09-28,pro100,1337HUANIA,16,13,1,
2017-09-27,Kings,Chiefs,16,7,1,
2017-09-27,5POWER,BOOT-d[S],4,16,2,
2017-09-27,5POWER,BOOT-d[S],12,16,2,
2017-09-27,Legacy,Corvidae,22,20,1,
2017-09-27,Chiefs,Kings,4,16,2,
2017-09-27,Flash,BOOT-d[S],16,13,1,
2017-09-27,Flash,BOOT-d[S],16,11,1,
2017-09-27,LDLC,ex-Outlaws,16,12,1,
2017-09-27,VITALIS,EPG,13,16,2,
2017-09-27,VITALIS,EPG,25,21,1,
2017-09-27,ViCi,Flash,12,16,2,
2017-09-27,ViCi,Flash,9,16,2,
2017-09-27,CLG,SK,16,3,1,
2017-09-27,Naventic,Rise Nation,19,17,1,
2017-09-27,Ghost,Cloud9,12,16,2,
2017-09-27,SK,CLG,16,7,1,
2017-09-27,Good People,Iceberg,16,9,1,
2017-09-27,Cloud9,Ghost,16,6,1,
2017-09-27,Denial,Adaptation,16,4,1,
2017-09-27,Torqued,SoaR,16,10,1,
2017-09-27,Complexity,OpTic,14,16,2,
2017-09-27,NRG,Renegades,9,16,2,
2017-09-27,OpTic,Complexity,16,13,1,
2017-09-27,Renegades,NRG,7,16,2,
2017-09-27,Spirit,North Academy,19,17,1,
2017-09-27,Singularity,LDLC,16,13,1,
2017-09-27,NiP,FaZe,6,16,2,
2017-09-27,NiP,FaZe,4,16,2,
2017-09-27,GODSENT,North,12,16,2,
2017-09-27,Dignitas,Binary Dragons,16,12,1,
2017-09-27,NiP,G2,16,13,1,
2017-09-27,Ukraine,pro100,16,8,1,
2017-09-27,Ukraine,pro100,16,12,1,
2017-09-27,Squared,Zonic,16,7,1,
2017-09-27,Squared,Zonic,16,6,1,
2017-09-27,North,GODSENT,8,16,2,
2017-09-27,Cloud9,Luminosity,16,8,1,
2017-09-27,G2,NiP,14,16,2,
2017-09-27,KlikTech,proWince,7,16,2,
2017-09-27,KlikTech,proWince,13,16,2,
2017-09-27,Cloud9,Luminosity,16,3,1,
2017-09-27,PRIDE,MK,16,9,1,
2017-09-27,HellRaisers,Japaleno,10,16,2,
2017-09-27,Envy,Natus Vincere,16,14,1,
2017-09-27,ex-Outlaws,EPG,16,14,1,
2017-09-27,mousesports,fnatic,1,16,2,
2017-09-27,Natus Vincere,Envy,16,5,1,
2017-09-27,Dignitas,Binary Dragons,16,10,1,
2017-09-27,HellRaisers,Japaleno,16,5,1,
2017-09-27,HellRaisers,Japaleno,7,16,2,
2017-09-27,iGame.com,Nemiga,14,16,2,
2017-09-27,fnatic,mousesports,16,10,1,
2017-09-26,TheMongolz,NASR,5,16,2,
2017-09-26,PENTA,HellRaisers,16,14,1,
2017-09-26,PENTA,HellRaisers,19,15,1,
2017-09-26,MK,Spirit,16,2,1,
2017-09-26,fnatic,Heroic,5,16,2,
2017-09-26,fnatic,Heroic,9,16,2,
2017-09-26,Natus Vincere,forZe,16,10,1,
2017-09-26,Natus Vincere,forZe,16,7,1,
2017-09-26,BOOT-d[S],MVP PK,19,16,1,
2017-09-26,BOOT-d[S],MVP PK,16,12,1,
2017-09-26,Singularity,Japaleno,14,16,2,
2017-09-26,Singularity,Japaleno,11,16,2,
2017-09-26,Cloud9,NRG,16,9,1,
2017-09-26,Athletico,Tainted Minds,16,9,1,
2017-09-26,5POWER,EMP,16,2,1,
2017-09-26,5POWER,EMP,16,6,1,
2017-09-26,Tainted Minds,Athletico,16,14,1,
2017-09-26,Kings,Funkd,16,4,1,
2017-09-26,Flash,LGD,12,16,2,
2017-09-26,Flash,LGD,16,4,1,
2017-09-26,Flash,LGD,16,7,1,
2017-09-26,ViCi,Eclipse,16,8,1,
2017-09-26,ViCi,Eclipse,16,13,1,
2017-09-26,Cloud9,NRG,16,13,1,
2017-09-26,Movistar Riders,eSuba,3,16,2,
2017-09-26,Movistar Riders,eSuba,16,14,1,
2017-09-26,Ripple,Locastic,16,10,1,
2017-09-26,LDLC,Envy,16,8,1,
2017-09-26,North,mousesports,16,12,1,
2017-09-26,AGO,PRIDE,16,3,1,
2017-09-26,Ripple,Locastic,19,17,1,
2017-09-26,Heroic,fnatic,16,19,2,
2017-09-26,GODSENT,HAVU,16,10,1,
2017-09-26,GODSENT,HAVU,10,16,2,
2017-09-26,GODSENT,HAVU,12,16,2,
2017-09-26,Ukraine,MbI MuKC,16,11,1,
2017-09-26,Ukraine,MbI MuKC,16,12,1,
2017-09-26,fnatic,Heroic,16,13,1,
2017-09-26,Misfits,OpTic,4,16,2,
2017-09-26,Misfits,OpTic,4,16,2,
2017-09-26,mousesports,North,14,16,2,
2017-09-26,RESISTANCE,Binary Dragons,11,16,2,
2017-09-26,forZe,North Academy,7,16,2,
2017-09-26,RESISTANCE,Binary Dragons,16,5,1,
2017-09-26,AGO,PRIDE,12,16,2,
2017-09-26,HellRaisers,Natus Vincere,16,5,1,
2017-09-26,Fragsters,North Academy,16,12,1,
2017-09-26,AGO,PRIDE,16,14,1,
2017-09-26,Natus Vincere,HellRaisers,13,16,2,
2017-09-26,Envy,LDLC,22,25,2,
2017-09-26,Spirit Academy,GameAgents,7,16,2,
2017-09-26,Spirit Academy,GameAgents,16,11,1,
2017-09-26,RESISTANCE,Binary Dragons,16,10,1,
2017-09-25,forZe,EPG,16,12,1,
2017-09-25,NRG,Tempo Storm,16,11,1,
2017-09-25,HellRaisers,Singularity,16,8,1,
2017-09-25,HellRaisers,Singularity,16,11,1,
2017-09-25,Singularity,AVANGAR,16,11,1,
2017-09-25,Invictus,LGD,16,19,2,
2017-09-25,Eclipse,wNv,16,12,1,
2017-09-25,Invictus,ViCi,13,16,2,
2017-09-25,BOOT-d[S],EMP,5,16,2,
2017-09-25,NRG,Tempo Storm,16,5,1,
2017-09-25,NRG,Renegades,19,16,1,
2017-09-25,Tempo Storm,Ghost,17,19,2,
2017-09-25,Tempo Storm,Ghost,19,16,1,
2017-09-25,Tempo Storm,Ghost,16,14,1,
2017-09-25,NRG,Renegades,9,16,2,
2017-09-25,NRG,Renegades,16,8,1,
2017-09-25,Vault,4'US,16,14,1,
2017-09-25,Renegades,Rogue,16,7,1,
2017-09-25,Renegades,Rogue,16,7,1,
2017-09-25,Fragsters,MK,12,16,2,
2017-09-25,forZe,EPG,19,17,1,
2017-09-25,Vault,4'US,16,6,1,
2017-09-25,GODSENT,iGame.com,16,14,1,
2017-09-25,VITALIS,forZe,16,2,1,
2017-09-25,GODSENT,iGame.com,16,7,1,
2017-09-25,GameAgents,Nexus,7,16,2,
2017-09-25,GameAgents,Nexus,17,19,2,
2017-09-25,MK,KlikTech,16,19,2,
2017-09-25,MK,KlikTech,16,13,1,
2017-09-25,HAVU,Snabbabrillor,16,2,1,
2017-09-25,HAVU,Snabbabrillor,16,14,1,
2017-09-25,PENTA,Japaleno,16,9,1,
2017-09-25,PENTA,Japaleno,16,9,1,
2017-09-25,MK,KlikTech,16,1,1,
2017-09-25,VITALIS,forZe,12,16,2,
2017-09-25,Spirit,Quantum Bellator Fire,16,14,1,
2017-09-25,MK,ARES,19,17,1,
2017-09-25,ARES,eXtatus,6,16,2,
2017-09-25,Spirit,Quantum Bellator Fire,16,11,1,
2017-09-25,Fragsters,AVANGAR,16,5,1,
2017-09-25,HellRaisers,fnatic,16,8,1,
2017-09-25,HellRaisers,fnatic,16,13,1,
2017-09-25,HellRaisers,fnatic,12,16,2,
2017-09-24,ViCi,5POWER,16,9,1,
2017-09-24,NSPR,Signature,10,16,2,
2017-09-24,JYP,Fire Dragoon,10,16,2,
2017-09-24,TheMongolz,MVP PK,16,6,1,
2017-09-24,TheMongolz,MVP PK,16,14,1,
2017-09-24,NSPR,Signature,16,6,1,
2017-09-24,Spirit,MK,16,14,1,
2017-09-24,NSPR,Signature,13,16,2,
2017-09-24,Binary Dragons,PRIDE,16,6,1,
2017-09-24,Spirit,MK,16,13,1,
2017-09-24,Recca,MVP PK,9,16,2,
2017-09-24,Recca,MVP PK,16,14,1,
2017-09-24,Recca,MVP PK,8,16,2,
2017-09-24,JYP,Fire Dragoon,12,16,2,
2017-09-24,JYP,Virtual Genesis,3,16,2,
2017-09-24,Binary Dragons,PRIDE,12,16,2,
2017-09-24,Binary Dragons,PRIDE,16,10,1,
2017-09-24,Flash,5POWER,16,14,1,
2017-09-24,Flash,5POWER,16,8,1,
2017-09-24,Flash,5POWER,14,16,2,
2017-09-24,CeX,Endpoint,13,16,2,
2017-09-24,CeX,Endpoint,8,16,2,
2017-09-24,Entity,Eternal,16,2,1,
2017-09-24,Entity,Eternal,16,13,1,
2017-09-24,Legacy,SIN,19,15,1,
2017-09-24,HellRaisers,Spirit,19,17,1,
2017-09-24,HellRaisers,Spirit,16,7,1,
2017-09-24,AWTR,HAVU,7,16,2,
2017-09-24,AWTR,HAVU,9,16,2,
2017-09-24,AWTR,HAVU,16,5,1,
2017-09-24,ViCi,5POWER,16,7,1,
2017-09-24,MVP PK,Mineski,16,12,1,
2017-09-24,Legacy,SIN,16,14,1,
2017-09-24,Eternal,TradeMarc,22,20,1,
2017-09-24,Japaleno,Binary Dragons,16,5,1,
2017-09-24,FlipSid3,Rise Nation,16,6,1,
2017-09-24,Grayhound,FRENCH CANADIANS,16,13,1,
2017-09-24,Tempo Storm,Mask Off,16,6,1,
2017-09-24,Luminosity,Misfits,16,9,1,
2017-09-24,Luminosity,Misfits,16,13,1,
2017-09-24,Luminosity,Misfits,16,12,1,
2017-09-24,Mythic,TeamOne,8,16,2,
2017-09-24,SoaR,Naventic,16,12,1,
2017-09-24,Kinguin,Grayhound,16,12,1,
2017-09-24,SIN,AVANT,19,17,1,
2017-09-24,SIN,AVANT,13,16,2,
2017-09-24,SIN,AVANT,16,9,1,
2017-09-24,Rise Nation,TeamOne,16,14,1,
2017-09-24,Funkd,Legacy,7,16,2,
2017-09-24,Funkd,Legacy,10,16,2,
2017-09-24,Invictus,Chiefs,5,16,2,
2017-09-24,Invictus,Chiefs,7,16,2,
2017-09-24,TheMongolz,SCARZ Absolute,16,3,1,
2017-09-24,TheMongolz,SCARZ Absolute,16,11,1,
2017-09-24,MVP PK,Mineski,16,10,1,
2017-09-24,Dark Sided,SIN,14,16,2,
2017-09-24,Dark Sided,SIN,13,16,2,
2017-09-24,Flash,Eclipse,18,22,2,
2017-09-24,Flash,Eclipse,16,10,1,
2017-09-24,Flash,Eclipse,17,19,2,
2017-09-24,Chiefs,TheMongolz,11,16,2,
2017-09-24,Chiefs,TheMongolz,8,16,2,
2017-09-24,Eternal,TradeMarc,16,3,1,
2017-09-24,Japaleno,Binary Dragons,16,3,1,
2017-09-24,Space Soldiers,Rise Nation,16,7,1,
2017-09-24,Beyond,Signature,9,16,2,
2017-09-24,Rogue,Iceberg,16,13,1,
2017-09-24,Complexity,SoaR,14,16,2,
2017-09-24,Complexity,SoaR,9,16,2,
2017-09-24,Japaleno,Dignitas,15,19,2,
2017-09-24,Japaleno,Dignitas,16,13,1,
2017-09-24,Japaleno,Dignitas,6,16,2,
2017-09-24,Good People,Luminosity,13,16,2,
2017-09-24,Good People,Luminosity,6,16,2,
2017-09-24,Good People,Luminosity,16,11,1,
2017-09-24,FlipSid3,Kinguin,16,10,1,
2017-09-24,FlipSid3,Kinguin,16,9,1,
2017-09-24,Gale Force,Ghost,14,16,2,
2017-09-24,Gale Force,Ghost,10,16,2,
2017-09-24,Beyond,Signature,13,16,2,
2017-09-24,Rogue,Iceberg,16,12,1,
2017-09-24,Rogue,Iceberg,19,22,2,
2017-09-24,Tempo Storm,NRG,4,16,2,
2017-09-24,Denial,NRG,4,16,2,
2017-09-24,Denial,NRG,9,16,2,
2017-09-24,Binary Dragons,AVANGAR,20,22,2,
2017-09-24,Binary Dragons,AVANGAR,14,16,2,
2017-09-24,Binary Dragons,AVANGAR,19,17,1,
2017-09-24,SoaR,Tempo Storm,9,16,2,
2017-09-24,SoaR,Tempo Storm,6,16,2,
2017-09-24,HellRaisers,Dignitas,16,11,1,
2017-09-24,HellRaisers,Dignitas,16,9,1,
2017-09-24,Space Soldiers,FlipSid3,16,9,1,
2017-09-24,Space Soldiers,FlipSid3,16,11,1,
2017-09-24,Ghost,Luminosity,16,13,1,
2017-09-24,Ghost,Luminosity,13,16,2,
2017-09-24,Ghost,Luminosity,16,8,1,
2017-09-24,Tempo Storm,NRG,16,11,1,
2017-09-24,Gale Force,Ghost,16,8,1,
2017-09-24,Tempo Storm,NRG,6,16,2,
2017-09-24,pro100,GoodJob,16,10,1,
2017-09-24,Dignitas,eXtatus,16,10,1,
2017-09-24,Dignitas,eXtatus,6,16,2,
2017-09-24,PRIDE,ALTERNATE aTTaX,16,13,1,
2017-09-24,Dignitas,eXtatus,19,17,1,
2017-09-24,AVANGAR,Spirit,16,13,1,
2017-09-24,AVANGAR,Spirit,16,12,1,
2017-09-24,fnatic,mousesports,16,6,1,
2017-09-24,fnatic,mousesports,10,16,2,
2017-09-24,fnatic,mousesports,19,17,1,
2017-09-24,AGO,Fragsters,16,11,1,
2017-09-24,Eclipse,ViCi,8,16,2,
2017-09-24,Eclipse,ViCi,5,16,2,
2017-09-24,Eclipse,ViCi,22,20,1,
2017-09-24,pro100,GoodJob,8,16,2,
2017-09-24,AGO,Fragsters,16,5,1,
2017-09-24,PRIDE,iGame.com,16,7,1,
2017-09-24,Heroic,mousesports,16,11,1,
2017-09-24,PRIDE,ALTERNATE aTTaX,16,11,1,
2017-09-24,CLG Academy,Tempo Storm,10,16,2,
2017-09-24,Space Soldiers,Rise Nation,16,4,1,
2017-09-24,HellRaisers,LDLC,14,16,2,
2017-09-24,HellRaisers,LDLC,16,3,1,
2017-09-24,HellRaisers,LDLC,16,4,1,
2017-09-24,CLG Academy,Tempo Storm,3,16,2,
2017-09-24,Heroic,mousesports,16,9,1,
2017-09-24,SKDC,SetToDestroyX,16,14,1,
2017-09-24,Spirit Academy,Nemiga,6,16,2,
2017-09-24,SKDC,SetToDestroyX,16,12,1,
2017-09-23,Entity,Eternal,16,3,1,
2017-09-23,SIN,Legacy,10,16,2,
2017-09-23,LGD,WG,16,14,1,
2017-09-23,TheMongolz,Signature,22,20,1,
2017-09-23,SIN,Masterminds,16,8,1,
2017-09-23,SIN,Masterminds,16,9,1,
2017-09-23,AVANT,Legacy,12,16,2,
2017-09-23,Entity,Eternal,16,8,1,
2017-09-23,AVANT,Legacy,3,16,2,
2017-09-23,ViCi,Eclipse,16,13,1,
2017-09-23,Invictus,SCARZ Absolute,5,16,2,
2017-09-23,SIN,Legacy,14,16,2,
2017-09-23,Kheegui,SCARZ Absolute,2,16,2,
2017-09-23,OTFS,rTE,16,3,1,
2017-09-23,Cloud9,NiP,16,6,1,
2017-09-23,Eclipse,WG,16,6,1,
2017-09-23,SYF,Funkd,6,16,2,
2017-09-23,SYF,Funkd,6,16,2,
2017-09-23,ViCi,LGD,16,10,1,
2017-09-23,SYF,Dark Sided,5,16,2,
2017-09-23,SYF,Dark Sided,15,19,2,
2017-09-23,Envy,Cloud9,2,16,2,
2017-09-23,CLG,Luminosity,11,16,2,
2017-09-23,CLG,Luminosity,10,16,2,
2017-09-23,Dark Sided,Funkd,11,16,2,
2017-09-23,Dark Sided,Funkd,16,14,1,
2017-09-23,Dark Sided,Funkd,16,11,1,
2017-09-23,Virtus.pro,Envy,6,16,2,
2017-09-23,LGD,Eclipse,14,16,2,
2017-09-23,LGD,Eclipse,10,16,2,
2017-09-23,Singularity,Spirit,9,16,2,
2017-09-23,OTFS,SCARZ Absolute,6,16,2,
2017-09-23,eXtatus,eSuba,16,7,1,
2017-09-23,Masterminds,AVANT,7,16,2,
2017-09-23,Envy,NiP,9,16,2,
2017-09-23,Envy,NiP,16,9,1,
2017-09-23,Envy,NiP,16,6,1,
2017-09-23,Rise Nation,TeamOne,16,10,1,
2017-09-23,Space Soldiers,Kinguin,16,12,1,
2017-09-23,FlipSid3,Mythic,16,7,1,
2017-09-23,Virtus.pro,NiP,8,16,2,
2017-09-23,Virtus.pro,NiP,5,16,2,
2017-09-23,Dignitas,Heroic,7,16,2,
2017-09-23,Dignitas,Heroic,10,16,2,
2017-09-23,Dignitas,Heroic,13,16,2,
2017-09-23,Space Soldiers,Grayhound,16,13,1,
2017-09-23,Kinguin,FRENCH CANADIANS,19,17,1,
2017-09-23,eXtatus,eSuba,13,16,2,
2017-09-23,eSuba,eEriness,16,11,1,
2017-09-23,eXtatus,eSuba,11,16,2,
2017-09-23,Masterminds,AVANT,4,16,2,
2017-09-23,Masterminds,AVANT,16,14,1,
2017-09-23,Shooting Monkeys,TradeMarc,5,16,2,
2017-09-23,eSuba,eEriness,16,10,1,
2017-09-23,Shooting Monkeys,TradeMarc,13,16,2,
2017-09-23,Reason,Endpoint,6,16,2,
2017-09-23,Reason,Endpoint,4,16,2,
2017-09-23,Hyper,SKDC,2,16,2,
2017-09-23,Nemiga,GoodJob,19,16,1,
2017-09-23,Nemiga,GoodJob,19,17,1,
2017-09-22,Mineski,Rekt,16,12,1,
2017-09-22,5POWER,EMP,16,6,1,
2017-09-22,Mineski,Rekt,16,12,1,
2017-09-22,Mineski,Rekt,16,6,1,
2017-09-22,BOOT-d[S],MVP PK,8,16,2,
2017-09-22,MVP PK,BOOT-d[S],8,16,2,
2017-09-22,Flash,New4,16,2,1,
2017-09-22,EN9MY,Keymotion,16,7,1,
2017-09-22,New4,EMP,16,4,1,
2017-09-22,OTFS,Invictus,4,16,2,
2017-09-22,Flash,5POWER,16,4,1,
2017-09-22,EN9MY,Keymotion,16,1,1,
2017-09-22,EN9MY,Keymotion,11,16,2,
2017-09-22,Quantum Bellator Fire,AVANGAR,16,2,1,
2017-09-22,Quantum Bellator Fire,AVANGAR,12,16,2,
2017-09-22,AGO,Binary Dragons,16,14,1,
2017-09-22,Quantum Bellator Fire,AVANGAR,6,16,2,
2017-09-22,Spirit Academy,Nemiga,14,16,2,
2017-09-22,5POWER,New4,16,9,1,
2017-09-22,Misfits,NRG,16,6,1,
2017-09-22,Misfits,NRG,7,16,2,
2017-09-22,pro100,GoodJob,14,16,2,
2017-09-22,pro100,GoodJob,16,12,1,
2017-09-22,pro100,GoodJob,16,8,1,
2017-09-22,Misfits,NRG,19,22,2,
2017-09-22,Spirit Academy,Nemiga,16,12,1,
2017-09-22,AGO,Binary Dragons,16,14,1,
2017-09-22,5POWER,New4,16,4,1,
2017-09-22,5POWER,New4,17,19,2,
2017-09-22,Spirit Academy,Nemiga,14,16,2,
2017-09-21,Liquid,Luminosity,16,10,1,
2017-09-21,BX3,pro100,16,5,1,
2017-09-21,BX3,pro100,16,13,1,
2017-09-21,5POWER,BOOT-d[S],16,12,1,
2017-09-21,BOOT-d[S],5POWER,12,16,2,
2017-09-21,Chiefs,Tainted Minds,7,16,2,
2017-09-21,Tainted Minds,Chiefs,16,12,1,
2017-09-21,Mineski,Imperium,16,6,1,
2017-09-21,Mineski,Imperium,16,6,1,
