date,team_1,team_2,_map,result_1,result_2,map_winner,
2020-03-06,Swole Identity,New England Whalers,Mirage,16,12,1,
2020-03-06,Isurus,BOOM,Overpass,4,16,2,
2020-03-06,Isurus,BOOM,Mirage,17,19,2,
2020-03-06,eUnited,Divine,Vertigo,16,6,1,
2020-03-06,Rugratz,Infinity,Overpass,16,4,1,
2020-03-06,Finest,ATK,Mirage,16,14,1,
2020-03-06,AGO,GamerLegion,Inferno,16,6,1,
2020-03-06,Yalla,Camel Riders,Nuke,4,16,2,
2020-03-06,Finest,ATK,Inferno,16,4,1,
2020-03-06,Yalla,Camel Riders,Mirage,16,4,1,
2020-03-06,1WIN,Unique,Train,14,16,2,
2020-03-06,1WIN,Unique,Nuke,19,15,1,
2020-03-06,1WIN,Unique,Dust2,13,16,2,
2020-03-06,forZe,pro100,Dust2,19,15,1,
2020-03-06,forZe,pro100,Inferno,16,13,1,
2020-03-06,Espada,HellRaisers,Mirage,16,9,1,
2020-03-06,Hard Legion,Nemiga,Vertigo,16,14,1,
2020-03-06,Hard Legion,Nemiga,Overpass,16,8,1,
2020-03-06,Espada,HellRaisers,Dust2,16,12,1,
2020-03-06,Yalla,Camel Riders,Train,17,19,2,
2020-03-06,SG.pro,pro100,Dust2,14,16,2,
2020-03-06,SG.pro,pro100,Vertigo,19,17,1,
2020-03-06,SG.pro,pro100,Mirage,2,16,2,
2020-03-06,SpeedRunners,HellRaisers,Train,16,10,1,
2020-03-06,SpeedRunners,HellRaisers,Inferno,8,16,2,
2020-03-06,SpeedRunners,HellRaisers,Dust2,10,16,2,
2020-03-06,Finest,ATK,Dust2,16,19,2,
2020-03-05,Skyfire,Rooster,Mirage,10,16,2,
2020-03-05,PC419,Rooster,Mirage,3,16,2,
2020-03-05,Skyfire,Rooster,Vertigo,7,16,2,
2020-03-05,Airborne,AVANT,Inferno,4,16,2,
2020-03-05,EHOME,Invictus,Nuke,16,14,1,
2020-03-05,EHOME,Invictus,Mirage,16,4,1,
2020-03-05,D13,Updraft,Vertigo,16,8,1,
2020-03-05,D13,Updraft,Nuke,16,11,1,
2020-03-05,PACT,GamerLegion,Train,4,16,2,
2020-03-05,PC419,Rooster,Inferno,1,16,2,
2020-03-05,I sleep,FURY,Vertigo,17,19,2,
2020-03-05,GamerLegion,Illuminar,Mirage,16,6,1,
2020-03-05,Eimi Fukada FC,Paradox,Dust2,11,16,2,
2020-03-05,Eimi Fukada FC,Paradox,Train,25,22,1,
2020-03-05,forZe,SpeedRunners,Inferno,16,12,1,
2020-03-05,forZe,SpeedRunners,Nuke,16,3,1,
2020-03-05,Copenhagen Flames,Chaos,Mirage,10,16,2,
2020-03-05,Nemiga,1WIN,Inferno,6,16,2,
2020-03-05,Triumph,Recon 5,Nuke,14,16,2,
2020-03-05,Swole Identity,Triumph,Inferno,11,16,2,
2020-03-05,Copenhagen Flames,Chaos,Nuke,16,12,1,
2020-03-05,Copenhagen Flames,Chaos,Inferno,2,16,2,
2020-03-05,Spirit,SG.pro,Nuke,16,5,1,
2020-03-05,Divine,Mythic,Overpass,15,19,2,
2020-03-05,Big Frames,Infinity,Mirage,16,12,1,
2020-03-05,LiViD,Station7,Mirage,10,16,2,
2020-03-05,Triumph,Rugratz,Inferno,16,12,1,
2020-03-05,Bad News Bears,eUnited,Nuke,16,12,1,
2020-03-05,Swole Identity,In The Lab,Train,13,16,2,
2020-03-05,LiViD,Infinity,Train,16,7,1,
2020-03-05,Recon 5,New England Whalers,Nuke,16,5,1,
2020-03-05,Under 21,Station7,Inferno,16,10,1,
2020-03-05,Mythic,In The Lab,Nuke,16,9,1,
2020-03-05,Imperial,BOOM,Nuke,7,16,2,
2020-03-05,Imperial,BOOM,Mirage,9,16,2,
2020-03-05,Imperial,BOOM,Dust2,16,13,1,
2020-03-05,TeamOne,paiN,Dust2,16,7,1,
2020-03-05,TeamOne,paiN,Nuke,16,7,1,
2020-03-05,LiViD,New England Whalers,Nuke,16,10,1,
2020-03-05,Nemiga,1WIN,Nuke,7,16,2,
2020-03-05,Eimi Fukada FC,Paradox,Inferno,13,16,2,
2020-03-05,Spirit,SG.pro,Vertigo,16,13,1,
2020-03-05,Syman,Hard Legion,Overpass,11,16,2,
2020-03-05,AGO,Singularity,Mirage,16,8,1,
2020-03-05,1WIN,Gambit Youngsters,Mirage,9,16,2,
2020-03-05,1WIN,Gambit Youngsters,Dust2,6,16,2,
2020-03-05,forZe,Winstrike,Mirage,13,16,2,
2020-03-05,forZe,Winstrike,Vertigo,14,16,2,
2020-03-05,Spirit,Espada,Nuke,16,14,1,
2020-03-05,Spirit,Espada,Mirage,16,14,1,
2020-03-05,Syman,Hard Legion,Inferno,16,14,1,
2020-03-05,Camel Riders,Finest,Mirage,16,14,1,
2020-03-05,HAVU,BIG,Dust2,13,16,2,
2020-03-05,Camel Riders,Finest,Nuke,16,8,1,
2020-03-05,Camel Riders,Finest,Inferno,7,16,2,
2020-03-05,TeamOne,BOOM,Mirage,9,16,2,
2020-03-05,TeamOne,BOOM,Inferno,1,16,2,
2020-03-05,Orgless,Chaos,Inferno,16,11,1,
2020-03-05,Orgless,Chaos,Nuke,12,16,2,
2020-03-05,Orgless,Chaos,Overpass,16,6,1,
2020-03-05,Illuminar,Japaleno,Overpass,4,16,2,
2020-03-05,HAVU,BIG,Mirage,12,16,2,
2020-03-05,Syman,Hard Legion,Mirage,16,7,1,
2020-03-05,Movistar Riders,Singularity,Mirage,16,12,1,
2020-03-05,Yalla,ATK,Nuke,16,14,1,
2020-03-05,pro100,Espada,Train,8,16,2,
2020-03-05,Camel Riders,Aequus,Overpass,6,16,2,
2020-03-05,Camel Riders,Aequus,Inferno,16,11,1,
2020-03-05,Gambit Youngsters,eL'quvet,Train,19,16,1,
2020-03-05,Gambit Youngsters,eL'quvet,Mirage,16,7,1,
2020-03-05,Camel Riders,Aequus,Train,16,10,1,
2020-03-05,Syman,fbg,Dust2,22,20,1,
2020-03-05,HellRaisers,Winstrike,Overpass,17,19,2,
2020-03-05,HellRaisers,Winstrike,Train,6,16,2,
2020-03-05,Syman,fbg,Inferno,16,12,1,
2020-03-05,pro100,Espada,Overpass,19,17,1,
2020-03-05,Yalla,ATK,Inferno,6,16,2,
2020-03-05,PACT,Unicorns of Love,Vertigo,9,16,2,
2020-03-05,Hard Legion,Unique,Mirage,16,11,1,
2020-03-05,Hard Legion,Unique,Train,16,12,1,
2020-03-05,Hard Legion,Unique,Dust2,12,16,2,
2020-03-05,pro100,Espada,Mirage,11,16,2,
2020-03-05,Yalla,ATK,Overpass,16,9,1,
2020-03-04,Sharks,paiN,Dust2,9,16,2,
2020-03-04,TeamOne,RED Canids,Nuke,10,16,2,
2020-03-04,TeamOne,RED Canids,Mirage,16,19,2,
2020-03-04,Sharks,paiN,Nuke,6,16,2,
2020-03-04,Copenhagen Flames,HAVU,Train,11,16,2,
2020-03-04,Monstars,In The Lab,Train,16,19,2,
2020-03-04,Imperial,Isurus,Overpass,6,16,2,
2020-03-04,Imperial,Isurus,Dust2,10,16,2,
2020-03-04,Copenhagen Flames,HAVU,Nuke,13,16,2,
2020-03-04,DETONA,Orgless,Train,4,16,2,
2020-03-04,HAVU,Chaos,Overpass,28,26,1,
2020-03-04,LiViD,Oceanus,Nuke,17,19,2,
2020-03-04,Recon 5,Infinity,Train,16,12,1,
2020-03-04,Monstars,Under 21,Inferno,15,19,2,
2020-03-04,Triumph,Divine,Overpass,16,7,1,
2020-03-04,BOOM,W7M,Mirage,16,3,1,
2020-03-04,BOOM,W7M,Nuke,16,10,1,
2020-03-04,eUnited,Recon 5,Vertigo,16,10,1,
2020-03-04,Mythic,Bad News Bears,Overpass,12,16,2,
2020-03-04,Rugratz,Mythic,Vertigo,16,3,1,
2020-03-04,Chiefs,Eimi Fukada FC,Train,16,8,1,
2020-03-04,Copenhagen Flames,HAVU,Overpass,16,2,1,
2020-03-04,DETONA,Orgless,Dust2,12,16,2,
2020-03-04,Chiefs,Eimi Fukada FC,Dust2,16,7,1,
2020-03-04,Singularity,Illuminar,Mirage,14,16,2,
2020-03-04,Skyfire,Esper,Overpass,16,6,1,
2020-03-04,DETONA,BIG,Inferno,8,16,2,
2020-03-04,DETONA,BIG,Mirage,10,16,2,
2020-03-04,RED Canids,Isurus,Train,16,3,1,
2020-03-04,RED Canids,Isurus,Overpass,16,10,1,
2020-03-04,Redemption POA,Chaos,Overpass,11,16,2,
2020-03-04,Spirit,Japaleno,Dust2,19,16,1,
2020-03-04,BIG,AVEZ,Inferno,16,11,1,
2020-03-04,BIG,AVEZ,Vertigo,16,14,1,
2020-03-04,AGO,PACT,Inferno,16,9,1,
2020-03-04,Redemption POA,Chaos,Inferno,5,16,2,
2020-03-04,PACT,Japaleno,Overpass,8,16,2,
2020-03-04,Formidable,Ground Zero,Nuke,9,16,2,
2020-03-04,Aim4R,Updraft,Nuke,4,16,2,
2020-03-04,Aim4R,Updraft,Mirage,16,14,1,
2020-03-04,Aim4R,Updraft,Inferno,6,16,2,
2020-03-04,AVANT,Paradox,Dust2,16,4,1,
2020-03-04,AVANT,Paradox,Mirage,16,12,1,
2020-03-04,Esper,Incept,Vertigo,13,16,2,
2020-03-04,Ignis,Aim4R,Nuke,16,0,1,
2020-03-04,Ignis,Aim4R,Train,16,4,1,
2020-03-04,Spirit,Sprout,Nuke,16,12,1,
2020-03-03,Illuminar,PACT,Overpass,12,16,2,
2020-03-03,GamerLegion,Nordavind,Overpass,16,8,1,
2020-03-03,Ground Zero,Rooster,Inferno,16,10,1,
2020-03-03,Ground Zero,Rooster,Vertigo,16,14,1,
2020-03-03,ORDER,Skyfire,Vertigo,16,7,1,
2020-03-03,Bad News Bears,In The Lab,Train,16,3,1,
2020-03-03,ORDER,Skyfire,Train,25,23,1,
2020-03-03,Triumph,Oceanus,Nuke,16,8,1,
2020-03-03,In The Lab,LiViD,Nuke,4,16,2,
2020-03-03,Triumph,Mythic,Overpass,16,13,1,
2020-03-03,AGO,Japaleno,Mirage,16,13,1,
2020-03-03,BIG,DETONA,Dust2,11,16,2,
2020-03-03,ORDER,Skyfire,Inferno,14,16,2,
2020-03-03,Movistar Riders,Illuminar,Inferno,16,6,1,
2020-03-03,BOOM,TeamOne,Nuke,16,19,2,
2020-03-03,paiN,Isurus,Dust2,16,9,1,
2020-03-03,paiN,Isurus,Overpass,4,16,2,
2020-03-03,Sharks,Imperial,Dust2,7,16,2,
2020-03-03,Sharks,Imperial,Nuke,16,3,1,
2020-03-03,Sharks,Imperial,Train,9,16,2,
2020-03-03,paiN,Isurus,Inferno,11,16,2,
2020-03-03,BOOM,TeamOne,Train,14,16,2,
2020-03-03,W7M,RED Canids,Dust2,14,16,2,
2020-03-03,W7M,RED Canids,Train,5,16,2,
2020-03-03,Copenhagen Flames,Redemption POA,Train,16,7,1,
2020-03-03,AVEZ,Orgless,Nuke,14,16,2,
2020-03-03,Spirit,AGO,Mirage,4,16,2,
2020-03-02,AGO,Demolition Crew,Dust2,6,16,2,
2020-03-02,Airborne,TRIDENT,Dust2,12,16,2,
2020-03-02,AVANT,Ground Zero,Nuke,16,11,1,
2020-03-02,Swole Identity,Oceanus,Dust2,16,6,1,
2020-03-02,Infinity,Bad News Bears,Overpass,5,16,2,
2020-03-02,Chaos,Bad News Bears,Dust2,9,16,2,
2020-03-01,Wings,Global,Dust2,16,13,1,
2020-03-01,Incept,Rooster,Overpass,3,16,2,
2020-03-01,Wings,Global,Train,25,23,1,
2020-03-01,Wings,Global,Inferno,16,10,1,
2020-03-01,Wings,Global,Train,9,16,2,
2020-03-01,G2,Natus Vincere,Mirage,2,16,2,
2020-03-01,G2,Natus Vincere,Nuke,4,16,2,
2020-03-01,Hard Legion,HellRaisers,Dust2,6,16,2,
2020-03-01,Hard Legion,HellRaisers,Mirage,16,9,1,
2020-03-01,Hard Legion,HellRaisers,Inferno,9,16,2,
2020-03-01,G2,Natus Vincere,Dust2,13,16,2,
2020-02-29,fnatic,G2,Train,12,16,2,
2020-02-29,hREDS,KOVA,Dust2,7,16,2,
2020-02-29,hREDS,KOVA,Nuke,16,12,1,
2020-02-29,hREDS,KOVA,Train,14,16,2,
2020-02-29,forZe,Spirit,Nuke,9,16,2,
2020-02-29,forZe,Spirit,Inferno,12,16,2,
2020-02-29,forZe,Spirit,Mirage,16,12,1,
2020-02-29,fnatic,G2,Dust2,16,11,1,
2020-02-29,fnatic,G2,Inferno,12,16,2,
2020-02-29,HAVU,SJ,Nuke,16,11,1,
2020-02-29,HAVU,SJ,Dust2,16,4,1,
2020-02-29,HAVU,SJ,Train,16,19,2,
2020-02-29,Natus Vincere,Astralis,Nuke,16,5,1,
2020-02-29,Natus Vincere,Astralis,Dust2,16,5,1,
2020-02-28,HAVU,hREDS,Train,16,10,1,
2020-02-28,Oceanus,Infinity,Train,16,9,1,
2020-02-28,Swole Identity,Rugratz,Vertigo,26,28,2,
2020-02-28,LiViD,Monstars,Overpass,11,16,2,
2020-02-28,Asuna's Anime Aimers,Oceanus,Nuke,13,16,2,
2020-02-28,Chaos,Divine,Overpass,16,11,1,
2020-02-28,Swole Identity,Under 21,Nuke,11,16,2,
2020-02-28,SJ,KOVA,Train,16,8,1,
2020-02-28,HAVU,hREDS,Overpass,16,9,1,
2020-02-28,fnatic,100 Thieves,Mirage,19,16,1,
2020-02-28,fnatic,100 Thieves,Inferno,19,16,1,
2020-02-28,Demolition Crew,Sprout,Nuke,11,16,2,
2020-02-28,Natus Vincere,Liquid,Dust2,16,11,1,
2020-02-28,SJ,KOVA,Vertigo,16,11,1,
2020-02-28,Singularity,Sprout,Dust2,16,11,1,
2020-02-28,Natus Vincere,Liquid,Mirage,16,13,1,
2020-02-27,MC,Ground Zero,Mirage,5,16,2,
2020-02-27,MAD Lions,mousesports,Train,8,16,2,
2020-02-27,MAD Lions,mousesports,Dust2,4,16,2,
2020-02-27,Corvidae,MC,Mirage,7,16,2,
2020-02-27,AVANT,Chiefs,Inferno,16,10,1,
2020-02-27,Ground Zero,PC419,Mirage,16,10,1,
2020-02-27,FURY,madlikewizards,Nuke,13,16,2,
2020-02-27,Rugratz,Recon 5,Nuke,8,16,2,
2020-02-27,Esper,ORDER,Inferno,2,16,2,
2020-02-27,Station7,Thunder Logic,Overpass,2,16,2,
2020-02-27,Oceanus,Divine,Dust2,11,16,2,
2020-02-27,100 Thieves,Evil Geniuses,Nuke,16,12,1,
2020-02-27,Mythic,Infinity,Dust2,16,9,1,
2020-02-27,Chaos,Under 21,Nuke,10,16,2,
2020-02-27,Mythic,Oceanus,Vertigo,16,8,1,
2020-02-27,100 Thieves,Evil Geniuses,Dust2,16,12,1,
2020-02-27,Corvidae,MC,Vertigo,2,16,2,
2020-02-27,100 Thieves,Evil Geniuses,Inferno,12,16,2,
2020-02-27,Natus Vincere,FaZe,Inferno,16,14,1,
2020-02-27,Astralis,fnatic,Vertigo,16,8,1,
2020-02-27,100 Thieves,mousesports,Dust2,16,8,1,
2020-02-27,100 Thieves,mousesports,Nuke,16,14,1,
2020-02-27,AGO,Sprout,Nuke,8,16,2,
2020-02-27,Demolition Crew,Japaleno,Dust2,10,16,2,
2020-02-27,Natus Vincere,FaZe,Nuke,8,16,2,
2020-02-27,Natus Vincere,FaZe,Dust2,16,6,1,
2020-02-27,100 Thieves,mousesports,Inferno,10,16,2,
2020-02-27,AGO,Movistar Riders,Vertigo,16,11,1,
2020-02-27,G2,Liquid,Vertigo,16,10,1,
2020-02-27,Japaleno,Singularity,Overpass,7,16,2,
2020-02-27,HellRaisers,Na`Vi Junior,Dust2,16,11,1,
2020-02-27,HellRaisers,Na`Vi Junior,Overpass,16,6,1,
2020-02-27,Astralis,fnatic,Overpass,16,9,1,
2020-02-27,G2,Liquid,Dust2,16,11,1,
2020-02-26,MC,PC419,Inferno,16,11,1,
2020-02-26,100 Thieves,TYLOO,Inferno,16,9,1,
2020-02-26,100 Thieves,TYLOO,Vertigo,16,10,1,
2020-02-26,Chiefs,Airborne,Inferno,16,7,1,
2020-02-26,Incept,Formidable,Dust2,16,9,1,
2020-02-26,Paradox,Airborne,Dust2,16,5,1,
2020-02-26,ORDER,PC419,Dust2,16,3,1,
2020-02-26,AVANT,madlikewizards,Overpass,16,11,1,
2020-02-26,Divine,New England Whalers,Mirage,16,14,1,
2020-02-26,Swole Identity,LiViD,Mirage,19,16,1,
2020-02-26,Mythic,Thunder Logic,Dust2,16,13,1,
2020-02-26,eUnited,Infinity,Train,16,10,1,
2020-02-26,Bad News Bears,Recon 5,Nuke,16,8,1,
2020-02-26,Oceanus,Thunder Logic,Nuke,16,9,1,
2020-02-26,Station7,Swole Identity,Nuke,1,16,2,
2020-02-26,Virtus.pro,MAD Lions,Vertigo,16,7,1,
2020-02-26,Virtus.pro,MAD Lions,Dust2,13,16,2,
2020-02-26,Chaos,Mythic,Dust2,16,12,1,
2020-02-26,Virtus.pro,MAD Lions,Overpass,14,16,2,
2020-02-26,G2,mousesports,Dust2,13,16,2,
2020-02-26,Liquid,Evil Geniuses,Nuke,15,19,2,
2020-02-26,NiP,Natus Vincere,Train,10,16,2,
2020-02-26,Liquid,Evil Geniuses,Overpass,16,7,1,
2020-02-26,Vitality,FaZe,Mirage,16,14,1,
2020-02-26,Vitality,FaZe,Nuke,11,16,2,
2020-02-26,Vitality,FaZe,Inferno,10,16,2,
2020-02-26,PACT,HAVU,Train,12,16,2,
2020-02-26,Liquid,Evil Geniuses,Inferno,16,10,1,
2020-02-26,G2,mousesports,Inferno,16,6,1,
2020-02-26,HAVU,HellRaisers,Dust2,16,9,1,
2020-02-26,Movistar Riders,PACT,Nuke,16,5,1,
2020-02-26,Sprout,Japaleno,Train,16,4,1,
2020-02-26,Nordavind,Demolition Crew,Inferno,16,8,1,
2020-02-26,pro100,Nemiga,Vertigo,12,16,2,
2020-02-26,NiP,Natus Vincere,Mirage,3,16,2,
2020-02-26,G2,mousesports,Nuke,16,7,1,
2020-02-25,TRIDENT,Incept,Dust2,16,13,1,
2020-02-25,MAD Lions,Evil Geniuses,Dust2,16,14,1,
2020-02-25,MAD Lions,Evil Geniuses,Nuke,5,16,2,
2020-02-25,Liquid,Virtus.pro,Vertigo,19,16,1,
2020-02-25,Liquid,Virtus.pro,Mirage,16,9,1,
2020-02-25,Big Frames,Monstars,Mirage,16,5,1,
2020-02-25,Skyfire,Paradox,Inferno,14,16,2,
2020-02-25,Formidable,Esper,Mirage,16,14,1,
2020-02-25,FURY,AVANT,Inferno,11,16,2,
2020-02-25,Monstars,Oceanus,Mirage,16,14,1,
2020-02-25,NiP,Cloud9,Vertigo,16,9,1,
2020-02-25,MAD Lions,Evil Geniuses,Vertigo,7,16,2,
2020-02-25,Vitality,Astralis,Overpass,9,16,2,
2020-02-25,NiP,Cloud9,Overpass,16,2,1,
2020-02-25,Wisla Krakow,Demolition Crew,Inferno,19,16,1,
2020-02-25,Natus Vincere,fnatic,Dust2,7,16,2,
2020-02-25,Natus Vincere,fnatic,Inferno,16,14,1,
2020-02-25,PACT,Demolition Crew,Overpass,16,5,1,
2020-02-25,Japaleno,pro100,Dust2,10,16,2,
2020-02-25,Sprout,HellRaisers,Dust2,16,9,1,
2020-02-25,Natus Vincere,fnatic,Mirage,12,16,2,
2020-02-25,Renegades,FaZe,Inferno,12,16,2,
2020-02-25,Renegades,FaZe,Mirage,10,16,2,
2020-02-25,pro100,Movistar Riders,Overpass,10,16,2,
2020-02-25,HellRaisers,AGO,Mirage,13,16,2,
2020-02-25,Vitality,Astralis,Vertigo,19,22,2,
2020-02-24,NiP,Vitality,Vertigo,12,16,2,
2020-02-24,Thunder Logic,Monstars,Train,4,16,2,
2020-02-24,Gen.G,FURIA,Inferno,19,15,1,
2020-02-24,Gen.G,FURIA,Nuke,16,7,1,
2020-02-24,madlikewizards,ORDER,Nuke,0,16,2,
2020-02-24,Esper,AVANT,Mirage,4,16,2,
2020-02-24,ORDER,AVANT,Nuke,1,16,2,
2020-02-24,Astralis,Cloud9,Train,16,12,1,
2020-02-24,Astralis,Cloud9,Overpass,16,7,1,
2020-02-24,NiP,Vitality,Nuke,10,16,2,
2020-02-24,Natus Vincere,FaZe,Dust2,16,14,1,
2020-02-24,Renegades,fnatic,Inferno,14,16,2,
2020-02-24,Natus Vincere,FaZe,Overpass,16,10,1,
2020-02-24,100 Thieves,G2,Mirage,3,16,2,
2020-02-24,100 Thieves,G2,Dust2,2,16,2,
2020-02-24,Natus Vincere,FaZe,Nuke,9,16,2,
2020-02-24,Renegades,fnatic,Dust2,4,16,2,
2020-02-24,mousesports,TYLOO,Inferno,16,5,1,
2020-02-24,mousesports,TYLOO,Dust2,16,10,1,
2020-02-24,pro100,Nordavind,Dust2,22,19,1,
2020-02-24,pro100,BIG,Mirage,16,13,1,
2020-02-23,Wisla Krakow,BIG,Nuke,2,16,2,
2020-02-23,ENCE,MIBR,Train,19,15,1,
2020-02-23,ENCE,MIBR,Nuke,8,16,2,
2020-02-23,North,Endpoint,Dust2,19,17,1,
2020-02-23,North,Endpoint,Vertigo,16,7,1,
2020-02-23,Complexity,MIBR,Dust2,16,9,1,
2020-02-23,Complexity,MIBR,Nuke,16,2,1,
2020-02-23,Updraft,ikarus,Mirage,25,22,1,
2020-02-23,Updraft,ikarus,Nuke,16,5,1,
2020-02-23,ENCE,MIBR,Overpass,11,16,2,
2020-02-23,AGO,Gambit Youngsters,Dust2,19,17,1,
2020-02-23,AGO,Gambit Youngsters,Vertigo,13,16,2,
2020-02-23,Copenhagen Flames,AGO,Train,8,16,2,
2020-02-23,FURIA,Complexity,Mirage,11,16,2,
2020-02-23,AGO,Gambit Youngsters,Train,16,12,1,
2020-02-23,FURIA,Complexity,Nuke,16,14,1,
2020-02-23,FURIA,Complexity,Overpass,16,11,1,
2020-02-23,Copenhagen Flames,AGO,Nuke,16,13,1,
2020-02-23,Copenhagen Flames,AGO,Vertigo,8,16,2,
2020-02-23,Gen.G,North,Dust2,16,13,1,
2020-02-23,Gen.G,North,Mirage,16,14,1,
2020-02-22,Gambit Youngsters,Nemiga,Dust2,16,10,1,
2020-02-22,MIBR,Complexity,Dust2,11,16,2,
2020-02-22,Gen.G,Complexity,Inferno,16,13,1,
2020-02-22,SJ,LDLC,Inferno,13,16,2,
2020-02-22,SJ,LDLC,Train,8,16,2,
2020-02-22,HAVU,FATE,Vertigo,16,4,1,
2020-02-22,HAVU,FATE,Dust2,16,3,1,
2020-02-22,FURIA,North,Overpass,16,3,1,
2020-02-22,Gambit Youngsters,Nemiga,Vertigo,16,12,1,
2020-02-22,LDLC,HAVU,Train,9,16,2,
2020-02-22,AGO,Copenhagen Flames,Mirage,8,16,2,
2020-02-22,AGO,Copenhagen Flames,Nuke,3,16,2,
2020-02-22,Endpoint,forZe,Vertigo,28,26,1,
2020-02-22,Endpoint,forZe,Train,16,7,1,
2020-02-22,Endpoint,forZe,Inferno,12,16,2,
2020-02-22,LDLC,HAVU,Dust2,13,16,2,
2020-02-21,hREDS,SJ,Nuke,12,16,2,
2020-02-21,Rysix,Neverest,Inferno,10,16,2,
2020-02-21,Rysix,Neverest,Nuke,4,16,2,
2020-02-21,Swole Identity,Infinity,Train,16,5,1,
2020-02-21,Mythic,New England Whalers,Overpass,16,12,1,
2020-02-21,Station7,Oceanus,Nuke,9,16,2,
2020-02-21,Nemiga,GamerLegion,Inferno,7,16,2,
2020-02-21,hREDS,SJ,Train,4,16,2,
2020-02-21,FATE,SJ,Train,16,14,1,
2020-02-21,GamerLegion,Unicorns of Love,Overpass,16,8,1,
2020-02-21,FATE,Gambit Youngsters,Overpass,8,16,2,
2020-02-21,FATE,Gambit Youngsters,Train,16,13,1,
2020-02-21,FATE,Gambit Youngsters,Dust2,6,16,2,
2020-02-21,ENCE,Gen.G,Nuke,14,16,2,
2020-02-21,Demolition Crew,Nemiga,Overpass,6,16,2,
2020-02-21,Demolition Crew,Nemiga,Inferno,16,10,1,
2020-02-21,Demolition Crew,Nemiga,Mirage,17,19,2,
2020-02-21,North,forZe,Nuke,16,8,1,
2020-02-21,FURIA,Endpoint,Inferno,16,6,1,
2020-02-20,PC419,Skyfire,Mirage,12,16,2,
2020-02-20,HellRaisers,Japaleno,Dust2,9,16,2,
2020-02-20,Spirit,GamerLegion,Mirage,16,14,1,
2020-02-20,HellRaisers,BIG,Mirage,11,16,2,
2020-02-20,Esper,TRIDENT,Mirage,11,16,2,
2020-02-20,Chiefs,ORDER,Train,16,19,2,
2020-02-20,Isurus,RED Canids,Dust2,10,16,2,
2020-02-20,Formidable,Paradox,Dust2,3,16,2,
2020-02-20,Divine,Thunder Logic,Mirage,16,11,1,
2020-02-20,Big Frames,Mythic,Overpass,8,16,2,
2020-02-20,Isurus,RED Canids,Mirage,19,22,2,
2020-02-20,Station7,TeamOne,Mirage,16,10,1,
2020-02-20,GamerLegion,Singularity,Nuke,16,12,1,
2020-02-20,BIG,Spirit,Mirage,10,16,2,
2020-02-20,SJ,hREDS,Inferno,16,9,1,
2020-02-20,KOVA,LDLC,Dust2,13,16,2,
2020-02-20,FATE,Copenhagen Flames,Vertigo,8,16,2,
2020-02-20,Neverest,Rejected,Inferno,19,17,1,
2020-02-20,AGF,Sigma,Train,7,16,2,
2020-02-20,AGF,Sigma,Overpass,16,4,1,
2020-02-20,HAVU,KOVA,Nuke,16,6,1,
2020-02-20,HAVU,KOVA,Vertigo,13,16,2,
2020-02-20,HAVU,KOVA,Train,16,4,1,
2020-02-20,AGF,Sigma,Inferno,22,18,1,
2020-02-20,FATE,Copenhagen Flames,Inferno,13,16,2,
2020-02-20,Nemiga,AGO,Nuke,13,16,2,
2020-02-20,pro100,Unicorns of Love,Inferno,16,14,1,
2020-02-20,Nordavind,BIG,Inferno,9,16,2,
2020-02-20,PACT,Singularity,Nuke,16,10,1,
2020-02-20,Nemiga,AGO,Mirage,12,16,2,
2020-02-20,Neverest,Rejected,Nuke,16,3,1,
2020-02-19,kinetic,AGF,Mirage,13,16,2,
2020-02-19,Bad News Bears,Divine,Inferno,16,4,1,
2020-02-19,Ground Zero,FURY,Inferno,16,6,1,
2020-02-19,Nemiga,PACT,Nuke,9,16,2,
2020-02-19,PACT,HellRaisers,Vertigo,16,5,1,
2020-02-19,HAVU,pro100,Mirage,10,16,2,
2020-02-19,Wisla Krakow,Spirit,Train,9,16,2,
2020-02-19,Demolition Crew,Nemiga,Inferno,12,16,2,
2020-02-19,Sprout,GamerLegion,Nuke,16,13,1,
2020-02-19,Japaleno,Movistar Riders,Inferno,16,5,1,
2020-02-19,GamerLegion,HellRaisers,Mirage,16,11,1,
2020-02-19,kinetic,AGF,Train,5,16,2,
2020-02-19,kinetic,AGF,Inferno,16,14,1,
2020-02-19,Stepback,Sigma,Overpass,7,16,2,
2020-02-19,Singularity,Spirit,Vertigo,16,14,1,
2020-02-19,DETONA,Alma,Inferno,16,6,1,
2020-02-19,DETONA,Alma,Train,17,19,2,
2020-02-19,Stepback,Sigma,Inferno,4,16,2,
2020-02-19,Stepback,Sigma,Train,16,7,1,
2020-02-19,PACT,Demolition Crew,Dust2,12,16,2,
2020-02-19,PACT,Demolition Crew,Overpass,10,16,2,
2020-02-19,Hard Legion,Gambit Youngsters,Train,15,19,2,
2020-02-19,Hard Legion,Gambit Youngsters,Dust2,7,16,2,
2020-02-19,Nordavind,Unicorns of Love,Inferno,16,6,1,
2020-02-18,Skyfire,Incept,Train,16,3,1,
2020-02-18,Nemiga,Sprout,Vertigo,14,16,2,
2020-02-18,Na`Vi Junior,Skin Ogres,Mirage,16,8,1,
2020-02-18,Na`Vi Junior,Skin Ogres,Dust2,16,12,1,
2020-02-18,AVANT,Formidable,Dust2,16,3,1,
2020-02-18,Nordavind,Movistar Riders,Mirage,8,16,2,
